feature_id,class_id,subclass_id,level_gained,name,summary,action_type,uses,recharge,source,version
CF_RANGER_EPIC_BOON,CLS_RANGER,,19,Epic Boon,Gain an Epic Boon feat or another feat.,,,,PHB (2024),2024
CF_RANGER_FOE_SLAYER,CLS_RANGER,,20,Foe Slayer,Hunter's Mark damage die becomes d10.,,,,PHB (2024),2024
CF_RANGER_HUNTER_LORE,CLS_RANGER,SUB_RANGER_HUNTER,3,Hunter's Lore,Learn immunities/resistances/vulnerabilities of marked target.,,,,PHB (2024),2024
CF_RANGER_HUNTERS_PREY,CLS_RANGER,SUB_RANGER_HUNTER,3,Hunter's Prey,Choose Colossus Slayer or Horde Breaker.,,,,PHB (2024),2024
CF_RANGER_DEFENSIVE_TACTICS,CLS_RANGER,SUB_RANGER_HUNTER,7,Defensive Tactics,Choose a defensive option; swap on rest.,,,,PHB (2024),2024
CF_RANGER_SUPERIOR_HUNTERS_PREY,CLS_RANGER,SUB_RANGER_HUNTER,11,Superior Hunter's Prey,Extra Hunter's Mark damage to another target.,,,,PHB (2024),2024
CF_RANGER_SUPERIOR_HUNTERS_DEFENSE,CLS_RANGER,SUB_RANGER_HUNTER,15,Superior Hunter's Defense,Reaction to gain resistance to damage type.,Reaction,,,PHB (2024),2024
CF_ROGUE_EXPERTISE,CLS_ROGUE,,1,Expertise,Double proficiency on two chosen skills.,,,,PHB (2024),2024
CF_ROGUE_SNEAK_ATTACK,CLS_ROGUE,,1,Sneak Attack,Extra damage once per turn with finesse or ranged attack.,,,,PHB (2024),2024
CF_ROGUE_THIEVES_CANT,CLS_ROGUE,,1,Thieves' Cant,Learn thieves' cant and one other language.,,,,PHB (2024),2024
CF_ROGUE_WEAPON_MASTERY,CLS_ROGUE,,1,Weapon Mastery,Use mastery properties of two weapons.,,,,PHB (2024),2024
CF_ROGUE_CUNNING_ACTION,CLS_ROGUE,,2,Cunning Action,Bonus Action to Dash Disengage or Hide.,Bonus Action,,,PHB (2024),2024
CF_ROGUE_SUBCLASS,CLS_ROGUE,,3,Rogue Subclass,Choose a Rogue subclass.,,,,PHB (2024),2024
CF_ROGUE_STEADY_AIM,CLS_ROGUE,,3,Steady Aim,Bonus Action to gain Advantage with no movement.,Bonus Action,,,PHB (2024),2024
CF_ROGUE_ABILITY_SCORE_IMPROVEMENT,CLS_ROGUE,,4,Ability Score Improvement,Gain ASI or feat (levels 4,8,10,12,16).,,,,PHB (2024),2024
CF_ROGUE_CUNNING_STRIKE,CLS_ROGUE,,5,Cunning Strike,Spend Sneak Attack dice for added effects.,,,,PHB (2024),2024
CF_ROGUE_UNCANNY_DODGE,CLS_ROGUE,,5,Uncanny Dodge,Reaction to halve damage from a hit.,Reaction,,,PHB (2024),2024
CF_ROGUE_EXPERTISE_2,CLS_ROGUE,,6,Expertise,Gain Expertise in two more skills.,,,,PHB (2024),2024
CF_ROGUE_EVASION,CLS_ROGUE,,7,Evasion,Take no damage on successful Dexterity saves.,,,,PHB (2024),2024
CF_ROGUE_RELIABLE_TALENT,CLS_ROGUE,,7,Reliable Talent,Treat d20 rolls of 9 or lower as 10 on proficient checks.,,,,PHB (2024),2024
CF_ROGUE_IMPROVED_CUNNING_STRIKE,CLS_ROGUE,,11,Improved Cunning Strike,Use up to two Cunning Strike effects.,,,,PHB (2024),2024
CF_ROGUE_DEVIOUS_STRIKES,CLS_ROGUE,,14,Devious Strikes,Adds Daze Knock Out or Obscure options.,,,,PHB (2024),2024
CF_ROGUE_SLIPPERY_MIND,CLS_ROGUE,,15,Slippery Mind,Gain proficiency in Wisdom and Charisma saves.,,,,PHB (2024),2024
CF_ROGUE_ELUSIVE,CLS_ROGUE,,18,Elusive,Attackers cannot gain Advantage against you.,,,,PHB (2024),2024
CF_ROGUE_EPIC_BOON,CLS_ROGUE,,19,Epic Boon,Gain an Epic Boon feat.,,,,PHB (2024),2024
CF_ROGUE_STROKE_OF_LUCK,CLS_ROGUE,,20,Stroke of Luck,Turn a failed d20 test into a 20 once per rest.,,,,PHB (2024),2024
CF_ROGUE_THIEF_FAST_HANDS,CLS_ROGUE,SUB_ROGUE_THIEF,3,Fast Hands,Bonus Action Sleight of Hand or Use an Object.,Bonus Action,,,PHB (2024),2024
CF_ROGUE_THIEF_SECOND_STORY_WORK,CLS_ROGUE,SUB_ROGUE_THIEF,3,Second-Story Work,Gain climb speed and dex based jumping.,,,,PHB (2024),2024
CF_ROGUE_THIEF_SUPREME_SNEAK,CLS_ROGUE,SUB_ROGUE_THIEF,9,Supreme Sneak,Stealth Attack option keeps invisibility.,,,,PHB (2024),2024
CF_ROGUE_THIEF_USE_MAGIC_DEVICE,CLS_ROGUE,SUB_ROGUE_THIEF,13,Use Magic Device,Attune extra items and use scrolls.,,,,PHB (2024),2024
CF_ROGUE_THIEF_REFLEXES,CLS_ROGUE,SUB_ROGUE_THIEF,17,Thief's Reflexes,Take two turns in the first round.,,,,PHB (2024),2024
CF_ROGUE_ARCANE_TRICKSTER_SPELLCASTING,CLS_ROGUE,SUB_ROGUE_ARCANE_TRICKSTER,3,Spellcasting,Arcane Trickster spellcasting progression.,,,,PHB (2024),2024
CF_ROGUE_ARCANE_TRICKSTER_MAGE_HAND_LEGERDEMAIN,CLS_ROGUE,SUB_ROGUE_ARCANE_TRICKSTER,3,Mage Hand Legerdemain,Bonus Action Mage Hand and invisible hand tricks.,Bonus Action,,,PHB (2024),2024
CF_ROGUE_ARCANE_TRICKSTER_MAGICAL_AMBUSH,CLS_ROGUE,SUB_ROGUE_ARCANE_TRICKSTER,9,Magical Ambush,Invisible casting imposes disadvantage on saves.,,,,PHB (2024),2024
CF_ROGUE_ARCANE_TRICKSTER_VERSATILE_TRICKSTER,CLS_ROGUE,SUB_ROGUE_ARCANE_TRICKSTER,13,Versatile Trickster,Trip with Cunning Strike can target another creature.,,,,PHB (2024),2024
CF_ROGUE_ARCANE_TRICKSTER_SPELL_THIEF,CLS_ROGUE,SUB_ROGUE_ARCANE_TRICKSTER,17,Spell Thief,Reaction to negate and steal a spell temporarily.,Reaction,,,PHB (2024),2024
CF_ROGUE_ASSASSIN_ASSASSINATE,CLS_ROGUE,SUB_ROGUE_ASSASSIN,3,Assassinate,Advantage on initiative and surprise strike damage.,,,,PHB (2024),2024
CF_ROGUE_ASSASSIN_ASSASSINS_TOOLS,CLS_ROGUE,SUB_ROGUE_ASSASSIN,3,Assassin's Tools,Gain Disguise Kit and Poisoner's Kit proficiency.,,,,PHB (2024),2024
CF_ROGUE_ASSASSIN_INFILTRATION_EXPERTISE,CLS_ROGUE,SUB_ROGUE_ASSASSIN,9,Infiltration Expertise,Masterful Mimicry and Steady Aim mobility.,,,,PHB (2024),2024
CF_ROGUE_ASSASSIN_ENVENOM_WEAPONS,CLS_ROGUE,SUB_ROGUE_ASSASSIN,13,Envenom Weapons,Poison Cunning Strike adds extra damage, ignores resistance.,,,,PHB (2024),2024
CF_ROGUE_ASSASSIN_DEATH_STRIKE,CLS_ROGUE,SUB_ROGUE_ASSASSIN,17,Death Strike,Failed save doubles Sneak Attack damage in round 1.,,,,PHB (2024),2024
CF_ROGUE_SOULKNIFE_PSIONIC_POWER,CLS_ROGUE,SUB_ROGUE_SOULKNIFE,3,Psionic Power,Psionic Energy Dice fuel knack and telepathy.,,,,PHB (2024),2024
CF_ROGUE_SOULKNIFE_PSYCHIC_BLADES,CLS_ROGUE,SUB_ROGUE_SOULKNIFE,3,Psychic Blades,Manifest psychic blades for attacks and bonus attack.,,,,PHB (2024),2024
CF_ROGUE_SOULKNIFE_SOUL_BLADES,CLS_ROGUE,SUB_ROGUE_SOULKNIFE,9,Soul Blades,Homing Strikes and Psychic Teleportation.,,,,PHB (2024),2024
CF_ROGUE_SOULKNIFE_PSYCHIC_VEIL,CLS_ROGUE,SUB_ROGUE_SOULKNIFE,13,Psychic Veil,Magic action to become invisible for 1 hour.,Magic Action,,,PHB (2024),2024
CF_ROGUE_SOULKNIFE_REND_MIND,CLS_ROGUE,SUB_ROGUE_SOULKNIFE,17,Rend Mind,Stun target after Sneak Attack with Psychic Blades.,,,,PHB (2024),2024
CF_SORCERER_SPELLCASTING,CLS_SORCERER,,1,Spellcasting,Innate spellcasting using Sorcerer spells.,,,,PHB (2024),2024
CF_SORCERER_INNATE_SORCERY,CLS_SORCERER,,1,Innate Sorcery,Bonus Action surge to boost spell DC and attacks.,Bonus Action,,,PHB (2024),2024
CF_SORCERER_FONT_OF_MAGIC,CLS_SORCERER,,2,Font of Magic,Sorcery Points for slots and effects.,,,,PHB (2024),2024
CF_SORCERER_METAMAGIC,CLS_SORCERER,,2,Metamagic,Choose two options; gain more at 10 and 17.,,,,PHB (2024),2024
CF_SORCERER_SUBCLASS,CLS_SORCERER,,3,Sorcerer Subclass,Choose a Sorcerer subclass.,,,,PHB (2024),2024
CF_SORCERER_ASI,CLS_SORCERER,,4,Ability Score Improvement,Gain ASI or feat (levels 4,8,12,16).,,,,PHB (2024),2024
CF_SORCERER_RESTORATION,CLS_SORCERER,,5,Sorcerous Restoration,Recover Sorcery Points on a Short Rest.,,,,PHB (2024),2024
CF_SORCERER_INCARNATE,CLS_SORCERER,,7,Sorcery Incarnate,Spend points to use Innate Sorcery and double Metamagic.,,,,PHB (2024),2024
CF_SORCERER_EPIC_BOON,CLS_SORCERER,,19,Epic Boon,Gain an Epic Boon feat.,,,,PHB (2024),2024
CF_SORCERER_ARCANE_APOTHEOSIS,CLS_SORCERER,,20,Arcane Apotheosis,Free Metamagic while Innate Sorcery is active.,,,,PHB (2024),2024
CF_SORCERER_DRACONIC_RESILIENCE,CLS_SORCERER,SUB_SORCERER_DRACONIC,3,Draconic Resilience,Bonus HP and AC from draconic scales.,,,,PHB (2024),2024
CF_SORCERER_DRACONIC_SPELLS,CLS_SORCERER,SUB_SORCERER_DRACONIC,3,Draconic Spells,Always have draconic spells prepared by level.,,,,PHB (2024),2024
CF_SORCERER_ELEMENTAL_AFFINITY,CLS_SORCERER,SUB_SORCERER_DRACONIC,6,Elemental Affinity,Gain resistance and add Charisma to damage.,,,,PHB (2024),2024
CF_SORCERER_DRAGON_WINGS,CLS_SORCERER,SUB_SORCERER_DRACONIC,14,Dragon Wings,Bonus Action to sprout wings and fly.,Bonus Action,,,PHB (2024),2024
CF_SORCERER_DRAGON_COMPANION,CLS_SORCERER,SUB_SORCERER_DRACONIC,18,Dragon Companion,Summon Dragon without components and slot once per day.,,,,PHB (2024),2024
CF_SORCERER_ABERRANT_PSIONIC_SPELLS,CLS_SORCERER,SUB_SORCERER_ABERRANT,3,Psionic Spells,Always prepared psionic spells by level.,,,,PHB (2024),2024
CF_SORCERER_ABERRANT_TELEPATHIC_SPEECH,CLS_SORCERER,SUB_SORCERER_ABERRANT,3,Telepathic Speech,Bonus Action telepathic link with a creature.,Bonus Action,,,PHB (2024),2024
CF_SORCERER_ABERRANT_PSIONIC_SORCERY,CLS_SORCERER,SUB_SORCERER_ABERRANT,6,Psionic Sorcery,Cast psionic spells with Sorcery Points and no components.,,,,PHB (2024),2024
CF_SORCERER_ABERRANT_PSYCHIC_DEFENSES,CLS_SORCERER,SUB_SORCERER_ABERRANT,6,Psychic Defenses,Resistance to psychic and advantage vs charm/fear.,,,,PHB (2024),2024
CF_SORCERER_ABERRANT_REVELATION_IN_FLESH,CLS_SORCERER,SUB_SORCERER_ABERRANT,14,Revelation in Flesh,Bonus Action body alteration with Sorcery Points.,Bonus Action,,,PHB (2024),2024
CF_SORCERER_ABERRANT_WARPING_IMPLOSION,CLS_SORCERER,SUB_SORCERER_ABERRANT,18,Warping Implosion,Magic action teleport and pull nearby creatures.,Magic Action,,,PHB (2024),2024
CF_SORCERER_CLOCKWORK_CLOCKWORK_SPELLS,CLS_SORCERER,SUB_SORCERER_CLOCKWORK,3,Clockwork Spells,Always prepared clockwork spells by level.,,,,PHB (2024),2024
CF_SORCERER_CLOCKWORK_RESTORE_BALANCE,CLS_SORCERER,SUB_SORCERER_CLOCKWORK,3,Restore Balance,Reaction to cancel advantage or disadvantage on a roll.,Reaction,,,PHB (2024),2024
CF_SORCERER_CLOCKWORK_BASTION_OF_LAW,CLS_SORCERER,SUB_SORCERER_CLOCKWORK,6,Bastion of Law,Magic action ward that reduces damage.,Magic Action,,,PHB (2024),2024
CF_SORCERER_CLOCKWORK_TRANCE_OF_ORDER,CLS_SORCERER,SUB_SORCERER_CLOCKWORK,14,Trance of Order,Bonus Action to prevent advantage vs you and stabilize rolls.,Bonus Action,,,PHB (2024),2024
CF_SORCERER_CLOCKWORK_CAVALCADE,CLS_SORCERER,SUB_SORCERER_CLOCKWORK,18,Clockwork Cavalcade,Magic action to heal, repair, and dispel in a cube.,Magic Action,,,PHB (2024),2024
CF_SORCERER_WILD_MAGIC_SURGE,CLS_SORCERER,SUB_SORCERER_WILD_MAGIC,3,Wild Magic Surge,Chance to trigger a wild surge after spells.,,,,PHB (2024),2024
CF_SORCERER_WILD_TIDES_OF_CHAOS,CLS_SORCERER,SUB_SORCERER_WILD_MAGIC,3,Tides of Chaos,Gain advantage on a d20 test; recharges on surge.,,,,PHB (2024),2024
CF_SORCERER_WILD_BEND_LUCK,CLS_SORCERER,SUB_SORCERER_WILD_MAGIC,6,Bend Luck,Reaction to add or subtract 1d4 on a d20 test.,Reaction,,,PHB (2024),2024
CF_SORCERER_WILD_CONTROLLED_CHAOS,CLS_SORCERER,SUB_SORCERER_WILD_MAGIC,14,Controlled Chaos,Roll twice on the Wild Magic Surge table.,,,,PHB (2024),2024
CF_SORCERER_WILD_TAMED_SURGE,CLS_SORCERER,SUB_SORCERER_WILD_MAGIC,18,Tamed Surge,Choose a Wild Magic Surge effect after casting.,,,,PHB (2024),2024
CF_WARLOCK_ELDRITCH_INVOCATIONS,CLS_WARLOCK,,1,Eldritch Invocations,Gain invocations; more as you level.,,,,PHB (2024),2024
CF_WARLOCK_PACT_MAGIC,CLS_WARLOCK,,1,Pact Magic,Pact spellcasting with scaling slots.,,,,PHB (2024),2024
CF_WARLOCK_MAGICAL_CUNNING,CLS_WARLOCK,,2,Magical Cunning,Ritual to regain some Pact Magic slots.,,,,PHB (2024),2024
CF_WARLOCK_SUBCLASS,CLS_WARLOCK,,3,Warlock Subclass,Choose a Warlock patron.,,,,PHB (2024),2024
CF_WARLOCK_ASI,CLS_WARLOCK,,4,Ability Score Improvement,Gain ASI or feat (levels 4,8,12,16).,,,,PHB (2024),2024
CF_WARLOCK_CONTACT_PATRON,CLS_WARLOCK,,9,Contact Patron,Cast Contact Other Plane without a slot once per rest.,,,,PHB (2024),2024
CF_WARLOCK_MYSTIC_ARCANUM_6,CLS_WARLOCK,,11,Mystic Arcanum (6th),Gain a level 6 arcanum spell 1/day.,,,,PHB (2024),2024
CF_WARLOCK_MYSTIC_ARCANUM_7,CLS_WARLOCK,,13,Mystic Arcanum (7th),Gain a level 7 arcanum spell 1/day.,,,,PHB (2024),2024
CF_WARLOCK_MYSTIC_ARCANUM_8,CLS_WARLOCK,,15,Mystic Arcanum (8th),Gain a level 8 arcanum spell 1/day.,,,,PHB (2024),2024
CF_WARLOCK_MYSTIC_ARCANUM_9,CLS_WARLOCK,,17,Mystic Arcanum (9th),Gain a level 9 arcanum spell 1/day.,,,,PHB (2024),2024
CF_WARLOCK_EPIC_BOON,CLS_WARLOCK,,19,Epic Boon,Gain an Epic Boon feat.,,,,PHB (2024),2024
CF_WARLOCK_ELDRITCH_MASTER,CLS_WARLOCK,,20,Eldritch Master,Magical Cunning restores all pact slots.,,,,PHB (2024),2024
CF_WARLOCK_FIEND_BLESSING,CLS_WARLOCK,SUB_WARLOCK_FIEND,3,Dark One's Blessing,Gain temp HP when foes drop nearby.,,,,PHB (2024),2024
CF_WARLOCK_FIEND_SPELLS,CLS_WARLOCK,SUB_WARLOCK_FIEND,3,Fiend Spells,Always prepared fiend spells by level.,,,,PHB (2024),2024
CF_WARLOCK_ARCHFEY_SPELLS,CLS_WARLOCK,SUB_WARLOCK_ARCHFEY,3,Archfey Spells,Always prepared archfey spells by level.,,,,PHB (2024),2024
CF_WARLOCK_ARCHFEY_STEPS_OF_THE_FEY,CLS_WARLOCK,SUB_WARLOCK_ARCHFEY,3,Steps of the Fey,Free Misty Step uses with added effects.,,,,PHB (2024),2024
CF_WARLOCK_ARCHFEY_MISTY_ESCAPE,CLS_WARLOCK,SUB_WARLOCK_ARCHFEY,6,Misty Escape,Cast Misty Step as a Reaction when damaged.,Reaction,,,PHB (2024),2024
CF_WARLOCK_ARCHFEY_BEGUILING_DEFENSES,CLS_WARLOCK,SUB_WARLOCK_ARCHFEY,10,Beguiling Defenses,Immune to Charmed; reaction halves damage and reflects.,Reaction,,,PHB (2024),2024
CF_WARLOCK_ARCHFEY_BEWITCHING_MAGIC,CLS_WARLOCK,SUB_WARLOCK_ARCHFEY,14,Bewitching Magic,Teleport after casting Enchantment/Illusion with a slot.,,,,PHB (2024),2024
CF_WARLOCK_CELESTIAL_SPELLS,CLS_WARLOCK,SUB_WARLOCK_CELESTIAL,3,Celestial Spells,Always prepared celestial spells by level.,,,,PHB (2024),2024
CF_WARLOCK_CELESTIAL_HEALING_LIGHT,CLS_WARLOCK,SUB_WARLOCK_CELESTIAL,3,Healing Light,Bonus Action healing pool of d6s.,Bonus Action,,,PHB (2024),2024
CF_WARLOCK_CELESTIAL_RADIANT_SOUL,CLS_WARLOCK,SUB_WARLOCK_CELESTIAL,6,Radiant Soul,Resistance to radiant; add Cha to radiant/fire spell damage.,,,,PHB (2024),2024
CF_WARLOCK_CELESTIAL_CELESTIAL_RESILIENCE,CLS_WARLOCK,SUB_WARLOCK_CELESTIAL,10,Celestial Resilience,Gain Temp HP on rests and share with allies.,,,,PHB (2024),2024
CF_WARLOCK_CELESTIAL_SEARING_VENGEANCE,CLS_WARLOCK,SUB_WARLOCK_CELESTIAL,14,Searing Vengeance,Revive ally on death save; radiant blast and blind.,,,,PHB (2024),2024
CF_WARLOCK_FIEND_DARK_ONES_BLESSING,CLS_WARLOCK,SUB_WARLOCK_FIEND,3,Dark One's Blessing,Gain Temp HP when a nearby foe drops to 0 HP.,,,,PHB (2024),2024
CF_WARLOCK_FIEND_DARK_ONES_OWN_LUCK,CLS_WARLOCK,SUB_WARLOCK_FIEND,6,Dark One's Own Luck,Add 1d10 to an ability check or saving throw.,,,,PHB (2024),2024
CF_WARLOCK_FIEND_FIENDISH_RESILIENCE,CLS_WARLOCK,SUB_WARLOCK_FIEND,10,Fiendish Resilience,Choose a damage resistance after a rest.,,,,PHB (2024),2024
CF_WARLOCK_FIEND_HURL_THROUGH_HELL,CLS_WARLOCK,SUB_WARLOCK_FIEND,14,Hurl Through Hell,Send a target through the Lower Planes for psychic damage.,,,,PHB (2024),2024
CF_WARLOCK_GREAT_OLD_ONE_AWAKENED_MIND,CLS_WARLOCK,SUB_WARLOCK_GREAT_OLD_ONE,3,Awakened Mind,Bonus Action telepathic link with a creature.,Bonus Action,,,PHB (2024),2024
CF_WARLOCK_GREAT_OLD_ONE_SPELLS,CLS_WARLOCK,SUB_WARLOCK_GREAT_OLD_ONE,3,Great Old One Spells,Always prepared Great Old One spells by level.,,,,PHB (2024),2024
CF_WARLOCK_GREAT_OLD_ONE_PSYCHIC_SPELLS,CLS_WARLOCK,SUB_WARLOCK_GREAT_OLD_ONE,3,Psychic Spells,Change damage to psychic; Enchantment/Illusion no V/S.,,,,PHB (2024),2024
CF_WARLOCK_GREAT_OLD_ONE_CLAIRVOYANT_COMBATANT,CLS_WARLOCK,SUB_WARLOCK_GREAT_OLD_ONE,6,Clairvoyant Combatant,Telepathic bond imposes attack disadvantage/advantage.,,,,PHB (2024),2024
CF_WARLOCK_GREAT_OLD_ONE_ELDRITCH_HEX,CLS_WARLOCK,SUB_WARLOCK_GREAT_OLD_ONE,10,Eldritch Hex,Always have Hex prepared; stronger Hex saves.,,,,PHB (2024),2024
CF_WARLOCK_GREAT_OLD_ONE_THOUGHT_SHIELD,CLS_WARLOCK,SUB_WARLOCK_GREAT_OLD_ONE,10,Thought Shield,Resist psychic; reflect psychic damage; thoughts shielded.,,,,PHB (2024),2024
CF_WARLOCK_GREAT_OLD_ONE_CREATE_THRALL,CLS_WARLOCK,SUB_WARLOCK_GREAT_OLD_ONE,14,Create Thrall,Summon Aberration without concentration; bonus damage.,,,,PHB (2024),2024
CF_WARLOCK_FIEND_LUCK,CLS_WARLOCK,SUB_WARLOCK_FIEND,6,Dark One's Own Luck,Add 1d10 to a check or save after roll.,,,,PHB (2024),2024
CF_WARLOCK_FIEND_RESILIENCE,CLS_WARLOCK,SUB_WARLOCK_FIEND,10,Fiendish Resilience,Choose a damage type to resist after rest.,,,,PHB (2024),2024
CF_WARLOCK_FIEND_HURL_THROUGH_HELL,CLS_WARLOCK,SUB_WARLOCK_FIEND,14,Hurl Through Hell,Banish target through the Lower Planes.,,,,PHB (2024),2024
CF_WIZARD_RITUAL_ADEPT,CLS_WIZARD,,1,Ritual Adept,Cast ritual spells from your spellbook.,,,,PHB (2024),2024
CF_WIZARD_ARCANE_RECOVERY,CLS_WIZARD,,1,Arcane Recovery,Recover spell slots on a Short Rest.,,,,PHB (2024),2024
CF_WIZARD_SCHOLAR,CLS_WIZARD,,2,Scholar,Gain Expertise in a chosen Wizard skill.,,,,PHB (2024),2024
CF_WIZARD_SUBCLASS,CLS_WIZARD,,3,Wizard Subclass,Choose a Wizard subclass.,,,,PHB (2024),2024
CF_WIZARD_ASI,CLS_WIZARD,,4,Ability Score Improvement,Gain ASI or feat (levels 4,8,12,16).,,,,PHB (2024),2024
CF_WIZARD_MEMORIZE_SPELL,CLS_WIZARD,,5,Memorize Spell,Swap a prepared spell after a Short Rest.,,,,PHB (2024),2024
CF_WIZARD_SPELL_MASTERY,CLS_WIZARD,,18,Spell Mastery,At-will level 1 and 2 spells from spellbook.,,,,PHB (2024),2024
CF_WIZARD_EPIC_BOON,CLS_WIZARD,,19,Epic Boon,Gain an Epic Boon feat.,,,,PHB (2024),2024
CF_WIZARD_SIGNATURE_SPELLS,CLS_WIZARD,,20,Signature Spells,Cast two level 3 spells once per rest without slots.,,,,PHB (2024),2024
CF_WIZARD_EVOCATION_SAVANT,CLS_WIZARD,SUB_WIZARD_EVOCATION,3,Evocation Savant,Add evocation spells to your spellbook for free.,,,,PHB (2024),2024
CF_WIZARD_POTENT_CANTRIP,CLS_WIZARD,SUB_WIZARD_EVOCATION,3,Potent Cantrip,Cantrips deal half damage on miss or save.,,,,PHB (2024),2024
CF_WIZARD_SCULPT_SPELLS,CLS_WIZARD,SUB_WIZARD_EVOCATION,6,Sculpt Spells,Protect creatures from your evocations.,,,,PHB (2024),2024
CF_WIZARD_EMPOWERED_EVOCATION,CLS_WIZARD,SUB_WIZARD_EVOCATION,10,Empowered Evocation,Add Intelligence to one damage roll.,,,,PHB (2024),2024
CF_WIZARD_OVERCHANNEL,CLS_WIZARD,SUB_WIZARD_EVOCATION,14,Overchannel,Maximize damage of low-level spells with backlash.,,,,PHB (2024),2024
CF_WIZARD_ABJURATION_SAVANT,CLS_WIZARD,SUB_WIZARD_ABJURATION,3,Abjuration Savant,Add abjuration spells to your spellbook for free.,,,,PHB (2024),2024
CF_WIZARD_ABJURATION_ARCANE_WARD,CLS_WIZARD,SUB_WIZARD_ABJURATION,3,Arcane Ward,Create a ward that absorbs damage and can be recharged.,,,,PHB (2024),2024
CF_WIZARD_ABJURATION_PROJECTED_WARD,CLS_WIZARD,SUB_WIZARD_ABJURATION,6,Projected Ward,Reaction to have your ward absorb damage for an ally.,Reaction,,,PHB (2024),2024
CF_WIZARD_ABJURATION_SPELL_BREAKER,CLS_WIZARD,SUB_WIZARD_ABJURATION,10,Spell Breaker,Always prepared Counterspell/Dispel Magic; cast Dispel as Bonus.,,,,PHB (2024),2024
CF_WIZARD_ABJURATION_SPELL_RESISTANCE,CLS_WIZARD,SUB_WIZARD_ABJURATION,14,Spell Resistance,Advantage on saves vs spells; resist spell damage.,,,,PHB (2024),2024
CF_WIZARD_DIVINATION_SAVANT,CLS_WIZARD,SUB_WIZARD_DIVINATION,3,Divination Savant,Add divination spells to your spellbook for free.,,,,PHB (2024),2024
CF_WIZARD_DIVINATION_PORTENT,CLS_WIZARD,SUB_WIZARD_DIVINATION,3,Portent,Roll d20s after rest to replace future d20 tests.,,,,PHB (2024),2024
CF_WIZARD_DIVINATION_EXPERT_DIVINATION,CLS_WIZARD,SUB_WIZARD_DIVINATION,6,Expert Divination,Regain a lower-level slot after casting divination spells.,,,,PHB (2024),2024
CF_WIZARD_DIVINATION_THIRD_EYE,CLS_WIZARD,SUB_WIZARD_DIVINATION,10,The Third Eye,Bonus Action to gain senses or read languages.,Bonus Action,,,PHB (2024),2024
CF_WIZARD_DIVINATION_GREATER_PORTENT,CLS_WIZARD,SUB_WIZARD_DIVINATION,14,Greater Portent,Roll three Portent dice instead of two.,,,,PHB (2024),2024
CF_WIZARD_ILLUSION_SAVANT,CLS_WIZARD,SUB_WIZARD_ILLUSION,3,Illusion Savant,Add illusion spells to your spellbook for free.,,,,PHB (2024),2024
CF_WIZARD_ILLUSION_IMPROVED_ILLUSIONS,CLS_WIZARD,SUB_WIZARD_ILLUSION,3,Improved Illusions,No V components; range boost; gain Minor Illusion.,,,,PHB (2024),2024
CF_WIZARD_ILLUSION_PHANTASMAL_CREATURES,CLS_WIZARD,SUB_WIZARD_ILLUSION,6,Phantasmal Creatures,Always prepared Summon Beast/Fey; cast without slot options.,,,,PHB (2024),2024
CF_WIZARD_ILLUSION_ILLUSORY_SELF,CLS_WIZARD,SUB_WIZARD_ILLUSION,10,Illusory Self,Reaction to negate a hit with an illusion.,Reaction,,,PHB (2024),2024
CF_WIZARD_ILLUSION_ILLUSORY_REALITY,CLS_WIZARD,SUB_WIZARD_ILLUSION,14,Illusory Reality,Make an illusory object real for 1 minute.,,,,PHB (2024),2024
